iteration;CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE;Program;TestNr;Utilities;Repetition
0;70679;96680;16602;28771;328063;0;0;grep;2;bloated;cat_repeat3.csv
0;60790;82764;14221;24399;285705;0;0;printokens2;1;bloated;cat_repeat3.csv
0;60790;85876;14893;24719;286193;0;0;date;2;debop;cat_repeat3.csv
0;61157;83191;14160;24227;273559;0;0;printokens2;2;chisel;cat_repeat3.csv
0;60913;82519;14831;24547;285156;0;4;sed;2;debop;cat_repeat3.csv
0;60974;81848;14282;24661;285095;0;0;mkdir;1;bloated;cat_repeat3.csv
0;60852;82886;14465;24551;272460;0;4;sed;1;cov;cat_repeat3.csv
0;60608;81664;14221;24611;271301;0;4;sed;2;cov;cat_repeat3.csv
0;60058;85754;14222;24438;274352;0;0;date;1;cov;cat_repeat3.csv
0;113403;157836;27283;47263;540526;0;0;gzip;2;chisel;cat_repeat3.csv
0;61706;82886;14343;24811;284301;0;0;mkdir;1;cov;cat_repeat3.csv
0;60486;82641;14587;24234;287291;0;0;date;1;chisel;cat_repeat3.csv
0;61706;85876;14893;24805;283996;0;4;sed;2;bloated;cat_repeat3.csv
0;60303;82519;14343;24247;276183;0;0;printokens2;1;chisel;cat_repeat3.csv
0;60852;82581;14892;24566;284789;0;0;sed;1;chisel;cat_repeat3.csv
0;71106;97229;16540;28341;318663;0;0;gzip;2;cov;cat_repeat3.csv
0;72509;100342;17212;28711;331176;0;0;gzip;1;bloated;cat_repeat3.csv
0;62011;86792;14892;24916;284728;0;0;mkdir;2;bloated;cat_repeat3.csv
0;71655;100037;17090;28527;329772;0;0;gzip;1;debop;cat_repeat3.csv
0;60852;81970;14344;24273;274292;0;0;printokens2;2;debop;cat_repeat3.csv
0;72083;99793;17029;28640;331787;0;0;gzip;2;debop;cat_repeat3.csv
0;60547;86242;15259;24507;275634;0;0;mkdir;1;chisel;cat_repeat3.csv
0;60974;86181;14893;24374;283813;0;0;date;1;debop;cat_repeat3.csv
0;99182;139343;23438;40551;470641;0;0;grep;2;chisel;cat_repeat3.csv
0;71411;96740;16601;28456;319763;0;0;gzip;1;cov;cat_repeat3.csv
0;73914;116272;16785;24957;285888;0;0;mkdir;2;cov;cat_repeat3.csv
0;62012;82886;14282;24592;275451;0;0;date;2;chisel;cat_repeat10.csv
0;62256;85937;14831;24627;283752;0;0;mkdir;1;debop;cat_repeat10.csv
0;62316;83435;14465;24647;277709;0;0;sed;2;chisel;cat_repeat10.csv
0;60485;82519;14222;24221;273620;0;0;printokens2;1;cov;cat_repeat10.csv
0;123351;171691;28564;48808;552366;0;0;gzip;1;chisel;cat_repeat10.csv
0;61462;86121;15015;24513;284423;0;4;sed;1;debop;cat_repeat10.csv
0;95276;131286;25452;38331;441955;0;0;grep;1;chisel;cat_repeat10.csv
0;62011;83312;14283;24595;274169;0;0;date;2;cov;cat_repeat10.csv
0;60363;82764;14282;24244;275756;0;0;printokens2;2;bloated;cat_repeat10.csv
0;61402;82825;14282;24466;274231;0;0;printokens2;1;debop;cat_repeat10.csv
0;70861;99487;17150;28708;318298;0;0;grep;2;debop;cat_repeat10.csv
0;67077;90576;16602;26535;302672;976;0;grep;1;cov;cat_repeat10.csv
0;71472;99792;17212;28592;333312;0;0;grep;2;cov;cat_repeat10.csv
0;64392;89539;15625;25949;295227;0;0;grep;1;debop;cat_repeat10.csv
0;61951;87768;16418;24683;290344;610;0;date;1;bloated;cat_repeat10.csv
0;62316;83557;14465;24995;284667;0;0;mkdir;2;debop;cat_repeat10.csv
0;73120;103088;18615;28671;320739;0;0;gzip;2;bloated;cat_repeat10.csv
0;60913;83069;14282;24617;275389;0;0;date;2;bloated;cat_repeat10.csv
0;60425;83252;14282;24296;285033;0;0;printokens2;2;cov;cat_repeat10.csv
0;65552;88745;15503;26235;295288;0;0;grep;1;bloated;cat_repeat10.csv
0;61523;83374;14343;24487;285278;0;0;mkdir;2;chisel;cat_repeat10.csv
0;62439;87341;16419;24744;277038;0;4;sed;1;bloated;cat_repeat10.csv
0;71778;101196;17395;28831;331542;0;0;grep;2;bloated;cat_repeat10.csv
0;61767;82885;14770;24578;284790;0;0;printokens2;1;bloated;cat_repeat10.csv
0;61340;85449;14831;24620;285156;0;0;date;2;debop;cat_repeat10.csv
0;61646;82764;14221;24336;272765;0;0;printokens2;2;chisel;cat_repeat10.csv
0;61584;83129;14282;24585;275451;0;4;sed;2;debop;cat_repeat10.csv
0;61707;86608;14831;24450;285766;0;0;mkdir;1;bloated;cat_repeat10.csv
0;61767;83190;14283;24560;274352;0;4;sed;1;cov;cat_repeat10.csv
0;61157;82641;14343;24657;285033;0;4;sed;2;cov;cat_repeat10.csv
0;61828;83007;14221;24629;273925;0;0;date;1;cov;cat_repeat10.csv
0;123474;161437;27893;50046;588011;0;0;gzip;2;chisel;cat_repeat10.csv
0;61462;86731;14954;24473;286376;0;0;mkdir;1;cov;cat_repeat10.csv
0;61157;85999;14832;24505;275207;0;0;date;1;chisel;cat_repeat10.csv
0;61096;85937;14771;24454;275634;0;4;sed;2;bloated;cat_repeat10.csv
0;60669;82886;14160;24294;273803;0;0;printokens2;1;chisel;cat_repeat10.csv
0;61523;86792;14771;24514;284850;0;0;sed;1;chisel;cat_repeat10.csv
0;73242;101806;17090;28691;330627;0;0;gzip;2;cov;cat_repeat10.csv
0;72143;100952;17090;28644;332824;0;0;gzip;1;bloated;cat_repeat10.csv
0;62072;86975;14953;24818;286315;0;0;mkdir;2;bloated;cat_repeat10.csv
0;73791;97290;17090;28696;336730;305;0;gzip;1;debop;cat_repeat10.csv
0;62561;84594;15198;24334;284362;855;0;printokens2;2;debop;cat_repeat10.csv
0;71899;97840;16663;28423;327148;0;0;gzip;2;debop;cat_repeat10.csv
0;61035;82885;14282;24603;279296;0;0;mkdir;1;chisel;cat_repeat10.csv
0;61340;82886;14282;24556;274841;0;0;date;1;debop;cat_repeat10.csv
0;100036;137634;23316;39943;458434;0;0;grep;2;chisel;cat_repeat10.csv
0;72388;99182;16540;28554;320556;0;0;gzip;1;cov;cat_repeat10.csv
0;62927;88928;17211;24788;277221;610;0;mkdir;2;cov;cat_repeat10.csv
0;60486;82947;14160;24255;277282;0;0;date;2;chisel;cat_repeat4.csv
0;62133;83069;14343;24747;286620;0;0;mkdir;1;debop;cat_repeat4.csv
0;61950;86609;16297;24735;274169;0;0;sed;2;chisel;cat_repeat4.csv
0;71472;110413;16296;24483;274840;0;0;printokens2;1;cov;cat_repeat4.csv
0;113464;157531;27344;47113;530028;0;0;gzip;1;chisel;cat_repeat4.csv
0;60974;83007;14282;24491;273865;0;4;sed;1;debop;cat_repeat4.csv
0;93933;130371;22217;37896;435973;0;0;grep;1;chisel;cat_repeat4.csv
0;61950;83618;14404;24471;284667;0;0;date;2;cov;cat_repeat4.csv
0;60791;82825;14282;24331;272888;0;0;printokens2;2;bloated;cat_repeat4.csv
0;60913;82947;14283;24090;272887;0;0;printokens2;1;debop;cat_repeat4.csv
0;71289;99853;17395;28778;330687;0;0;grep;2;debop;cat_repeat4.csv
0;64514;88745;15381;26089;295776;0;0;grep;1;cov;cat_repeat4.csv
0;69824;95398;17273;28714;329406;0;0;grep;2;cov;cat_repeat4.csv
0;64209;88989;15503;26012;295531;0;0;grep;1;debop;cat_repeat4.csv
0;61035;83190;14343;24442;275695;0;0;date;1;bloated;cat_repeat4.csv
0;61462;86181;14832;24762;285460;0;0;mkdir;2;debop;cat_repeat4.csv
0;71228;99426;17151;28495;331115;0;0;gzip;2;bloated;cat_repeat4.csv
0;60974;82519;14343;24605;284606;0;0;date;2;bloated;cat_repeat4.csv
0;60913;82214;14160;24214;273192;0;0;printokens2;2;cov;cat_repeat4.csv
0;63843;88806;15625;26038;284911;0;0;grep;1;bloated;cat_repeat4.csv
0;60913;85815;14893;24491;286498;0;0;mkdir;2;chisel;cat_repeat4.csv
0;60974;82092;14221;24705;274352;0;4;sed;1;bloated;cat_repeat4.csv
0;69946;98754;17151;28656;331054;0;0;grep;2;bloated;cat_repeat4.csv
0;60059;85266;14831;24427;284301;0;0;printokens2;1;bloated;cat_repeat4.csv
0;61218;82946;14404;24479;274230;0;0;date;2;debop;cat_repeat4.csv
0;61035;87097;14283;24349;273193;0;0;printokens2;2;chisel;cat_repeat4.csv
0;61462;82641;14222;24758;273559;0;4;sed;2;debop;cat_repeat4.csv
0;60791;82337;14282;24527;274291;0;0;mkdir;1;bloated;cat_repeat4.csv
0;61157;82825;14832;24492;284057;0;4;sed;1;cov;cat_repeat4.csv
0;61279;82825;14893;24618;273559;0;4;sed;2;cov;cat_repeat4.csv
0;61890;82825;14343;24539;273132;0;0;date;1;cov;cat_repeat4.csv
0;113525;161742;27344;47178;527708;0;0;gzip;2;chisel;cat_repeat4.csv
0;60730;85266;14893;24721;286377;0;0;mkdir;1;cov;cat_repeat4.csv
0;60730;86242;14831;24376;286193;0;0;date;1;chisel;cat_repeat4.csv
0;61828;83374;14343;24667;273437;0;4;sed;2;bloated;cat_repeat4.csv
0;60364;82824;14282;24396;273315;0;0;printokens2;1;chisel;cat_repeat4.csv
0;61157;85510;15198;24662;273558;0;0;sed;1;chisel;cat_repeat4.csv
